,age,gender,value
3915,28,male,0.09375439831104856
3917,50,male,0.013636363636363636
3918,61,male,0.01818181818181818
3919,22,male,0.0
3920,9,male,0.0
3921,77,male,0.0
3922,54,male,0.7454545454545454
3923,32,male,0.08787878787878788
3924,68,male,0.03333333333333333
3926,40,male,0.013636363636363636
3927,54,female,0.0
3928,51,male,0.00505050505050505
3930,38,male,0.0
3932,73,male,0.022727272727272724
3933,43,female,0.1830808080808081
3934,28,female,0.04166666666666667
3935,34,female,0.015151515151515152
3938,44,male,0.3560606060606061
3941,26,female,0.016483516483516484
3942,14,female,0.0027472527472527475
3943,61,male,0.0
3944,43,male,0.005860805860805861
3946,42,female,0.0018315018315018315
3947,54,female,0.0027472527472527475
3948,56,male,0.021978021978021976
3949,33,female,0.3186813186813187
3950,33,male,0.07857142857142856
3952,48,male,0.0
3953,51,male,0.008974358974358975
3954,49,male,0.015750915750915754
3956,40,male,0.014652014652014655
3957,65,female,0.008712715855572999
3960,43,male,0.005599162742019885
3961,29,male,0.0
3962,38,male,0.0
3963,37,male,0.2784929356357928
3965,66,male,0.011172161172161172
3966,44,male,0.04058084772370487
3967,22,female,0.15761381475667194
3969,31,female,0.0
3971,6,female,0.15
3972,46,male,0.016666666666666666
3973,28,male,0.016666666666666666
3974,13,male,0.15
3976,46,female,0.0
3978,53,male,0.0
3980,25,female,0.033928571428571426
3981,87,female,0.007142857142857143
3982,49,male,0.06190476190476189
3983,37,male,0.06190476190476189
3985,28,male,0.06190476190476189
3986,54,female,0.023214285714285715
3988,22,male,0.0
3989,25,male,0.1726190476190476
3990,46,male,0.06547619047619047
3991,22,male,0.017857142857142856
3992,46,male,0.0
3993,27,female,0.0
3995,27,male,0.1726190476190476
3996,34,male,0.14646464646464646
4000,56,female,0.013888888888888888
4001,33,female,0.4722222222222222
4006,44,male,0.06313131313131312
4007,62,male,0.0
4009,20,male,0.0
4010,21,female,0.06666666666666667
4011,50,female,0.1277777777777778
4012,18,male,0.05555555555555556
4013,52,female,0.1277777777777778
4016,43,male,0.18888888888888888
4017,22,female,0.005555555555555556
4019,28,female,0.005555555555555556
4020,46,male,0.04451447245564893
4021,36,male,0.02369281045751634
4022,48,male,0.019553376906318084
4023,32,male,0.0500985579416952
4026,39,male,0.012153750389044508
4028,28,male,0.0
4029,59,female,0.0
4030,26,male,0.05597572362278244
4031,36,male,0.30787685444548196
4033,69,male,0.023187052598817304
4036,25,female,0.006699346405228758
4037,27,male,0.0034313725490196082
4038,24,male,0.06486668741570702
4040,28,female,0.22666666666666666
4045,68,male,0.0
4046,36,male,0.14888888888888888
4050,23,female,0.02169312169312169
4051,29,male,0.02169312169312169
4052,25,female,0.0031746031746031746
4053,61,male,0.010582010582010581
4054,36,male,0.14761904761904762
4055,33,male,0.04947089947089948
4057,34,male,0.07407407407407407
4058,35,female,0.0
4059,51,male,0.07407407407407407
4060,37,male,0.01984126984126984
4061,49,female,0.02367724867724868
4062,17,male,0.007063492063492064
4063,24,female,0.049607297464440314
4066,7,male,0.03812787741359171
4068,60,female,0.05473544973544973
4070,8,male,0.009248093176664605
4072,24,male,0.23707173778602353
4073,31,male,0.0011904761904761906
4074,66,male,0.15192090977805264
4076,15,female,0.00885126777983921
4078,34,male,0.0074603174603174605
4079,49,female,0.012743764172335602
4080,32,male,0.014682539682539684
4081,28,female,0.017641895141895143
4082,30,male,0.12615680615680616
4083,37,male,0.03988544135602959
4084,45,male,0.19807931719696423
4086,40,male,0.05684778184778183
4088,44,male,0.0
4089,31,male,0.012069956187603245
4093,38,male,0.08966159113217936
4094,79,male,0.050962436256553896
4096,34,female,0.0028400248988484284
4097,63,male,0.011847303023773612
4098,25,male,0.008319567143096555
4099,26,male,0.015454643395819864
4101,61,male,0.04211376858435682
4102,35,male,0.16666666666666666
4103,57,male,0.0
4104,73,female,0.16666666666666666
4106,50,female,0.10884103641456583
4108,36,female,0.029306722689075627
4110,36,male,0.19312850140056023
4111,61,male,0.026882002801120446
4114,32,female,0.0
4115,52,male,0.0
4117,39,male,0.33739495798319336
4121,52,male,0.003676470588235294
4125,39,male,0.01851851851851852
4126,38,male,0.05518518518518519
4130,29,male,0.014444444444444446
4132,12,female,0.20111111111111113
4133,50,male,0.014444444444444446
4134,33,male,0.34666666666666673
4135,62,male,0.0
4138,33,male,0.0
4139,32,male,0.023809523809523808
4140,33,female,0.05158730158730158
4141,23,male,0.2976190476190476
4142,39,male,0.05158730158730158
4144,35,male,0.1388888888888889
4146,49,male,0.41666666666666663
4147,22,female,0.009259259259259259
4148,25,male,0.050925925925925916
4149,30,female,0.0
4150,43,female,0.05092592592592592
4152,49,male,0.0
4153,28,male,0.0016339869281045752
4154,32,male,0.10949268596327419
4155,36,male,0.009259259259259259
4156,36,male,0.25933706816059765
4158,69,male,0.15239651416122002
4159,50,male,0.0038748832866479926
4160,53,male,0.0
4161,35,male,0.0020230314347961407
4162,48,male,0.02201991907874261
4163,41,male,0.007687519452225335
4165,33,female,0.0
4166,49,male,0.014270152505446622
4167,66,male,0.07892934951758482
4172,39,male,0.022973131940523243
4173,35,male,0.010235507246376811
4174,52,male,0.06977657004830917
4175,26,male,0.0027448397013614405
4176,42,male,0.018780193236714975
4178,34,male,0.038340313068573946
4179,32,male,0.06515007737833824
4180,32,male,0.058749111194763365
4181,41,male,0.09655692536127321
4183,50,male,0.04141989250684903
4184,30,male,0.17407067570111046
4186,64,male,0.0276670692431562
4187,37,male,0.03323007507790116
4190,70,male,0.00980718154631198
4191,34,male,0.013651656314699792
4193,25,female,0.12200877825877826
4195,36,female,0.07931645649036953
4196,45,female,0.015479327435849174
4197,42,male,0.024545454545454547
4198,40,male,0.23878787878787877
4199,30,male,0.0036363636363636364
4200,40,male,0.02424242424242424
4202,34,male,0.01818181818181818
4203,30,female,0.09333333333333332
4204,52,male,0.041818181818181824
4205,33,male,0.0
4207,24,female,0.0036363636363636364
4208,66,male,0.024545454545454547
4210,22,female,0.007834757834757835
4211,33,male,0.027065527065527065
4213,51,male,0.008954008954008953
4214,35,male,0.1788054538054538
4215,59,male,0.0028490028490028487
4216,72,male,0.06954619454619454
4217,24,female,0.028591778591778586
4218,41,male,0.0014245014245014244
4219,53,male,0.03322140822140822
4220,47,male,0.003256003256003256
4222,58,male,0.014489214489214489
4224,38,male,0.010238095238095239
4225,41,male,0.013193843193843193
4226,48,male,0.0021164021164021165
4228,27,female,0.005489417989417989
4229,36,male,0.030574795574795578
4230,31,female,0.008267195767195768
4232,55,male,0.22010822510822514
4233,43,female,0.001904761904761905
4235,31,male,0.04022126022126022
4236,57,male,0.045981240981241
4237,52,male,0.22986652236652244
4240,34,male,0.002380952380952381
4241,47,male,0.007407407407407409
4243,39,male,0.0009523809523809525
4244,36,male,0.07608706108706109
4245,63,male,0.01787593984962406
4247,38,male,0.032934419381787795
4248,38,male,0.22485380116959067
4250,31,female,0.008521303258145362
4251,63,male,0.01232456140350877
4253,21,male,0.03772347535505429
4255,67,male,0.1518107769423559
4256,60,male,0.005020885547201336
4260,59,male,0.14557226399331663
4262,31,female,0.061516290726817045
4267,64,male,0.0
4269,52,male,0.06818181818181818
4271,39,male,0.17272727272727267
4274,42,male,0.018181818181818177
4275,52,male,0.02121212121212121
4276,33,female,0.09090909090909091
4277,31,male,0.23333333333333328
4278,33,female,0.0
4280,50,male,0.0
4281,37,male,0.0625
4282,35,male,0.0
4283,69,female,0.0
4284,37,male,0.35416666666666663
4285,54,male,0.0
4286,42,male,0.21527777777777776
4287,40,male,0.006944444444444444
4289,41,male,0.034584145549057824
4291,34,male,0.008853151397011046
4292,43,male,0.1674788823911631
4293,27,male,0.013141650422352175
4298,24,female,0.008576998050682261
4307,42,male,0.06483105912930473
4309,17,female,0.02222222222222222
4314,16,male,0.19999999999999996
4318,43,female,0.017638888888888888
4319,50,male,0.15916666666666668
4322,34,female,0.04527777777777778
4324,70,male,0.010277777777777778
4326,38,male,0.1584722222222222
4327,46,male,0.3376388888888889
4332,32,female,0.0
4333,28,male,0.0
4335,22,female,0.0
4336,25,female,0.14285714285714285
4337,31,female,0.25396825396825395
4338,29,male,0.11111111111111109
4339,22,female,0.015873015873015872
4341,45,female,0.011176088369070823
4342,58,male,0.036712150747238464
4344,45,male,0.017824654228162998
4345,29,female,0.0014619883040935672
4346,37,male,0.012895665088647543
4347,39,female,0.0033764967975494285
4348,38,male,0.09240462266778056
4350,63,male,0.17344518704167827
4354,54,male,0.10371762740183792
4355,42,male,0.16068411770166155
4356,74,male,0.0014619883040935672
4357,51,male,0.20552770815928711
4358,39,female,0.000835421888053467
4359,42,male,0.04754942912837649
4363,33,male,0.002308802308802309
4365,39,male,0.030014430014430014
4369,31,male,0.0
4371,28,male,0.37504638218923925
4372,33,female,0.00505050505050505
4374,28,female,0.2063388991960421
4377,29,female,0.023170480313337457
4379,33,male,0.0022057307771593485
4380,29,male,0.17425273139558856
4383,41,male,0.0
4384,28,male,0.005494505494505495
4385,35,female,0.010177917320774464
4386,50,male,0.021166928309785452
4388,29,female,0.010727367870225012
4390,66,female,0.008608058608058609
4391,46,male,0.3354526425954998
4392,36,female,0.056959706959706966
4396,26,female,0.004317111459968603
4405,6,female,0.10648148148148147
4409,27,male,0.15744047619047616
4412,40,male,0.39445028011204486
4414,30,male,0.014950980392156862
4416,59,male,0.009007352941176472
4419,59,male,0.0
4420,27,male,0.02732843137254902
4421,27,male,0.07336309523809523
4422,32,female,0.0
4423,29,female,0.08806897759103641
4424,26,female,0.046516106442577025
4426,54,female,0.033333333333333326
4428,29,male,0.0
4431,58,male,0.1303030303030303
4434,26,female,0.39242424242424245
4436,25,male,0.04090909090909091
4440,47,male,0.19047619047619047
4441,35,female,0.06349206349206349
4443,58,male,0.015873015873015872
4444,37,male,0.2539682539682539
4445,33,male,0.07936507936507935
4449,62,male,0.00934065934065934
4450,77,female,0.08443223443223442
4451,63,male,0.0
4453,65,female,0.045054945054945054
4455,59,female,0.1950549450549451
4456,57,female,0.026373626373626374
4457,77,female,0.08882783882783882
4458,71,male,0.011721611721611722
4459,21,male,0.07527472527472527
4461,28,male,0.5257215007215007
4462,53,male,0.02734487734487735
4466,37,male,0.05483405483405483
4467,37,male,0.0016233766233766235
4469,30,male,0.02846320346320346
4470,31,male,0.009379509379509378
4471,31,male,0.14386724386724384
4472,34,male,0.003751803751803752
4479,77,male,0.0
4480,29,male,0.029148629148629153
4482,53,male,0.006493506493506494
4483,28,male,0.004329004329004329
4484,28,male,0.025442311311876523
4488,23,male,0.05627862475688562
4493,27,male,0.0047148503670242795
4495,48,male,0.03279220779220779
4497,22,female,0.10139751552795029
4500,26,female,0.006631532718489239
4504,21,female,0.1648189974276931
4506,19,male,0.1091771754815233
4509,43,male,0.4065656565656566
4510,53,male,0.003787878787878788
4511,38,female,0.06691919191919192
4512,30,male,0.01893939393939394
4513,28,male,0.025252525252525252
4514,37,male,0.0
4517,48,male,0.0
4519,52,male,0.1982323232323232
4521,28,male,0.07268518518518517
4522,42,male,0.2949074074074074
4523,30,male,0.026388888888888885
4524,28,male,0.0
4525,37,male,0.07268518518518517
4527,31,male,0.0
4529,29,male,0.005555555555555556
4530,24,male,0.0
4531,20,female,0.013636363636363636
4532,40,female,0.013636363636363636
4533,44,male,0.0
4534,41,female,0.1324242424242424
4535,48,male,0.06939393939393938
4537,17,female,0.061818181818181814
4540,40,male,0.1384848484848485
4541,21,male,0.040606060606060604
4543,30,male,0.0071428571428571435
4544,32,male,0.5347985347985348
4545,62,female,0.010805860805860806
4548,27,female,0.025091575091575093
4551,38,male,0.018498168498168502
4552,33,male,0.005494505494505495
4553,35,female,0.0021978021978021982
4554,15,male,0.025457875457875458
4555,33,female,0.10769230769230771
4556,51,male,0.010805860805860806
4557,33,male,0.005494505494505495
4558,32,female,0.02666666666666667
4559,41,male,0.048888888888888885
4560,43,female,0.14407407407407408
4564,18,female,0.1474074074074074
4565,42,female,0.0044444444444444444
4566,42,male,0.034074074074074076
4568,39,female,0.0
4572,25,female,0.2593434343434344
4582,78,female,0.018518518518518517
4583,26,female,0.0
4584,31,female,0.17361111111111108
4585,63,female,0.053240740740740734
4588,52,male,0.034722222222222224
4590,44,female,0.375
4591,61,male,0.006944444444444444
4593,21,male,0.062419432419432416
4594,43,male,0.002777777777777778
4596,20,male,0.02710884353741497
4598,47,male,0.011394557823129252
4599,19,male,0.007893217893217893
4600,72,female,0.0
4602,24,male,0.26466089466089476
4603,17,female,0.07053322339036625
4604,40,male,0.020468631897203327
4607,24,male,0.004727891156462586
4608,44,female,0.05476396619253763
4612,39,male,0.01523809523809524
4613,52,male,0.012736549165120594
4616,37,male,0.04625603864734299
4617,23,female,0.1095151828847481
4619,35,male,0.03493788819875776
4620,21,male,0.5129227053140095
4621,30,male,0.0015096618357487923
4627,22,male,0.017028985507246373
4629,44,female,0.0024154589371980675
4630,26,female,0.008712905452035886
4633,54,male,0.0
4639,29,male,0.0
4642,34,male,0.0013071895424836603
4644,48,female,0.009285195559705365
4647,28,female,0.054961614275339764
4649,51,male,0.134381159871356
4650,29,male,0.23465089739599546
4651,59,male,0.03404139433551199
4653,52,male,0.016837846249610957
4654,70,male,0.126291627762216
4655,79,male,0.0
4656,33,female,0.0013071895424836603
4657,49,male,0.023653906006847178
4658,59,male,0.007575757575757574
4659,26,male,0.19494949494949493
4661,58,male,0.06375291375291375
4662,62,male,0.048251748251748244
4663,36,male,0.006837606837606838
4664,35,female,0.08564491064491063
4665,13,male,0.005769230769230769
4667,70,male,0.003205128205128205
4668,36,male,0.14644522144522143
4669,62,male,0.027758352758352756
4670,45,male,0.0
4679,28,female,0.046537865954862
4680,44,female,0.03882044613269909
4682,45,male,0.018411885654968655
4684,45,male,0.04316456490369534
4685,44,male,0.0
4686,34,male,0.25917468017270384
4688,18,female,0.03828816111424807
4692,64,male,0.06088475095392091
4700,58,male,0.025087050630528893
4703,55,male,0.02634746676248653
4704,40,female,0.029860718991153775
4705,50,male,0.019282891022021457
4706,33,female,0.31556131615420147
4707,54,male,0.006916996047430828
4708,13,male,0.0
4709,50,male,0.013190915364828406
4711,38,male,0.10965271004796694
4712,59,male,0.03784299802086363
4713,40,male,0.06985267696730146
4714,59,male,0.015035732822294085
4721,14,male,0.003458498023715415
4722,46,male,0.027653867871259175
4723,43,male,0.011735366083192169
4724,39,male,0.12089215132693396
4725,44,male,0.125
4726,28,male,0.027777777777777773
4727,25,male,0.09722222222222221
4728,23,female,0.0
4730,39,male,0.25
4732,39,male,0.027777777777777773
4738,22,male,0.1526984126984127
4739,24,male,0.1426984126984127
4741,26,female,0.001904761904761905
4743,25,male,0.0015873015873015873
4744,25,male,0.0
4746,18,male,0.03682539682539683
4749,29,female,0.0034920634920634925
4750,23,male,0.11206349206349206
4751,43,male,0.38383838383838376
4752,34,male,0.0
4753,43,male,0.21717171717171718
4754,41,male,0.013888888888888888
4756,17,female,0.0
4759,64,male,0.00505050505050505
4760,25,male,0.013888888888888888
4761,44,male,0.00505050505050505
4762,34,male,0.00505050505050505
4763,29,female,0.02904040404040404
4765,46,male,0.15567765567765568
4766,41,male,0.0
4769,44,male,0.39926739926739935
4770,31,female,0.016483516483516487
4771,41,male,0.02564102564102564
4772,34,male,0.003663003663003663
4773,32,female,0.016483516483516487
4775,70,male,0.003663003663003663
4778,37,male,0.36813186813186816
4779,17,female,0.23868819143819145
4780,45,female,0.009666666666666667
4781,28,female,0.051468374218374226
4782,19,male,0.004013227513227514
4783,58,female,0.0066851851851851855
4784,47,female,0.004777777777777778
4785,29,male,0.02592592592592593
4786,48,female,0.13134878547378548
4787,24,male,0.002287037037037037
4788,44,male,0.06544642857142859
4789,46,female,0.025629749879749884
4792,25,female,0.026834235209235204
4793,47,male,0.00908068783068783
4794,22,female,0.02885143097643097
4795,40,female,0.046992063492063495
4796,22,female,0.0008333333333333334
4798,25,female,0.025947691197691202
4803,41,male,0.011822751322751325
4808,32,female,0.1961025641025641
4810,75,male,0.0
4812,28,male,0.0
4820,35,male,0.006666666666666666
4821,60,male,0.0
4823,36,male,0.28035897435897433
4827,36,male,0.0
4832,67,male,0.0
4833,49,male,0.0
4834,40,female,0.2
4837,47,female,0.0
4839,57,male,0.03817401960784314
4840,44,female,0.009191176470588236
4841,24,male,0.008473389355742296
4843,21,male,0.12766106442577033
4844,24,female,0.009129901960784314
4845,48,male,0.0
4846,29,male,0.3747198879551821
4847,47,female,0.009129901960784314
4848,29,male,0.0
4849,27,male,0.01764705882352941
4850,19,male,0.008578431372549019
4851,60,male,0.003676470588235294
4852,50,male,0.011099439775910363
4853,22,male,0.1290703781512605
4854,24,female,0.04879201680672269
4855,50,male,0.00980392156862745
4858,60,male,0.0
4860,14,female,0.0
4861,36,male,0.06547619047619047
4862,31,male,0.0952380952380952
4863,34,male,0.09523809523809523
4864,34,female,0.0
4865,25,male,0.10416666666666666
4866,55,male,0.0
4869,28,male,0.3032407407407407
4871,28,female,0.0
4875,46,male,0.08333333333333333
4876,38,male,0.08333333333333333
4877,55,male,0.0
4879,25,male,0.03333333333333333
4880,40,female,0.16666666666666666
4881,23,male,0.0
4883,28,male,0.015873015873015872
4884,23,female,0.19841269841269837
4887,24,female,0.08730158730158728
4888,30,male,0.09523809523809522
4889,33,male,0.003787878787878788
4890,33,male,0.4305555555555555
4891,48,male,0.1414141414141414
4893,27,female,0.021464646464646468
4894,35,male,0.0
4896,23,female,0.0
4899,43,male,0.03535353535353535
4901,20,female,0.125
4905,25,female,0.04624060150375938
4906,54,male,0.0017543859649122805
4908,38,female,0.13332915622389305
4910,29,male,0.007748538011695905
4911,65,male,0.05403508771929824
4912,38,female,0.01674603174603175
4913,30,female,0.008625730994152047
4915,39,male,0.0
4916,43,male,0.09629908103592315
4917,40,male,0.2789473684210526
4921,56,male,0.4931996658312447
4922,43,male,0.03859649122807018
4923,38,female,0.0
4925,28,female,0.12962962962962962
4927,25,male,0.0044444444444444444
4931,53,male,0.005555555555555556
4936,50,male,0.008928571428571428
4938,47,female,0.008928571428571428
4941,60,male,0.2886904761904762
4942,29,female,0.038690476190476185
4943,26,female,0.009259259259259259
4944,46,male,0.0
4945,36,male,0.0
4946,39,male,0.14814814814814814
4947,26,male,0.018518518518518517
4949,44,male,0.041666666666666664
4953,44,male,0.127913800965749
4954,25,female,0.002782931354359926
4955,37,male,0.03758503401360544
4956,21,male,0.010365560365560366
4957,47,male,0.07259952649563038
4958,63,male,0.07929292929292928
4959,58,male,0.08466483011937556
4960,38,male,0.0430650037792895
4964,25,male,0.007570760168162766
4965,26,male,0.06760633546347831
4968,35,female,0.023579643060162536
4969,34,male,0.08450834879406306
4970,31,male,0.04526058357227188
4971,80,male,0.051625719158186686
4972,38,male,0.0
4973,58,male,0.04017915706227394
4974,58,male,0.03522828782569042
4977,57,male,0.0
4978,45,male,0.05512820512820514
4979,54,male,0.0
4981,41,male,0.1497863247863248
4982,42,male,0.06477411477411478
4983,47,female,0.0891636141636142
4986,54,male,0.1920940170940171
4987,44,male,0.03788156288156288
4988,31,male,0.12863247863247862
4989,26,female,0.0034188034188034192
4991,39,male,0.07380952380952381
4993,28,male,0.0027472527472527475
4997,32,male,0.0
4999,47,male,0.18901098901098906
5001,29,male,0.0
5002,28,female,0.011721611721611722
5003,27,male,0.5023809523809525
5008,26,female,0.0
5012,29,male,0.6600389863547759
5013,29,male,0.031189083820662766
5015,32,male,0.0
5017,49,male,0.0
5019,42,male,0.0723196881091618
5020,60,male,0.0
5021,38,male,0.038011695906432746
5023,24,female,0.02144249512670565
5024,36,male,0.0014619883040935672
5027,31,male,0.007017543859649122
5030,21,male,0.0914141414141414
5031,49,male,0.08888888888888888
5033,39,female,0.03535353535353535
5036,20,female,0.29974747474747476
5037,43,male,0.0
5038,21,male,0.013888888888888888
5040,24,female,0.03156565656565656
5045,32,female,0.1961025641025641
5047,75,male,0.0
5049,28,male,0.0
5057,35,male,0.006666666666666666
5058,60,male,0.0
5059,69,male,0.4745641025641026
5060,36,male,0.28035897435897433
5064,36,male,0.0
5069,20,male,0.05786848072562358
5070,43,male,0.001360544217687075
5071,39,male,0.06809523809523808
5073,20,female,0.001904761904761905
5074,40,female,0.0031746031746031746
5076,26,female,0.024603174603174606
5077,24,female,0.12793650793650796
5079,22,male,0.283265306122449
5082,27,female,0.023424036281179138
5083,37,female,0.028344671201814053
5084,22,male,0.045328798185941044
5088,56,male,0.04743803954330269
5089,27,male,0.12161886196973916
5090,40,male,0.0026315789473684206
5091,47,female,0.018499953587672886
5093,22,male,0.06609579504316346
5094,40,female,0.0829759584145549
5095,12,male,0.009291747888239117
5096,19,female,0.11798245614035087
5097,38,female,0.03158590921748816
5098,56,male,0.0034113060428849896
5099,42,female,0.1913464216095795
5105,32,female,0.009803921568627449
5106,81,male,0.0
5108,53,female,0.0
5109,35,male,0.6067538126361655
5112,63,female,0.0
5114,35,male,0.0
5115,59,male,0.03104575163398693
5116,9,male,0.05228758169934641
5117,35,female,0.013616557734204792
5125,43,male,0.006003282431853861
5126,42,male,0.021201576201576203
5127,32,male,0.023773845202416627
5129,28,female,0.023072205572205573
5130,40,male,0.05814990564990565
5132,50,male,0.04123598623598624
5133,40,male,0.017895160395160394
5134,32,male,0.15663015555872697
5135,41,male,0.02031385281385282
5136,33,male,0.20464963607820752
5137,26,male,0.0
5139,66,male,0.16093767343767346
5146,62,male,0.006313131313131313
5147,60,female,0.11287878787878788
5148,33,male,0.16136363636363638
5149,36,male,0.00808080808080808
5150,57,female,0.027777777777777776
5151,31,female,0.0
5152,32,male,0.0202020202020202
5153,57,male,0.06540404040404041
5154,35,male,0.02702020202020202
5156,31,female,0.013131313131313133
5157,35,male,0.006313131313131313
5159,25,male,0.0021786492374727667
5163,63,male,0.08714596949891068
5164,33,male,0.013289760348583878
5171,40,male,0.5862745098039215
5173,36,female,0.023093681917211326
5174,33,male,0.00980392156862745
5178,58,male,0.04444444444444444
5180,67,male,0.09444444444444444
5181,45,male,0.0
5182,42,male,0.0
5183,52,male,0.09444444444444444
5184,33,male,0.016666666666666666
5186,57,male,0.0
5187,49,male,0.12030303030303027
5189,36,female,0.13545454545454544
5190,71,male,0.1627272727272727
5194,53,male,0.054545454545454536
5199,19,female,0.5333333333333333
5201,55,female,0.0
5202,17,female,0.06666666666666667
5203,22,male,0.0
5206,38,male,0.0740344015590321
5207,50,female,0.18920022916328336
5210,25,female,0.07213884227431025
5211,8,female,0.002920478536242083
5218,40,male,0.1505284739890651
5221,8,male,0.08938022158465511
5224,35,male,0.0
5227,43,male,0.4151225211570038
5228,28,male,0.033221909453436546
5229,37,female,0.015332512315270934
5230,56,male,0.045098251502192384
5232,50,male,0.0018472906403940886
5237,35,male,0.04771613190730838
5239,46,male,0.02694964349376114
5241,36,male,0.1629822383498854
5242,40,male,0.0319327731092437
5248,37,female,0.04833206009676598
5251,45,male,0.0010504201680672268
5255,45,male,0.258859649122807
5259,43,female,0.020350877192982456
5260,39,female,0.05543859649122806
5262,48,female,0.0008771929824561403
5266,38,female,0.06789473684210526
5269,53,male,0.0
5271,42,male,0.0
5272,34,male,0.0021929824561403508
5273,41,male,0.0
5274,44,male,0.0
5275,42,male,0.037626262626262626
5277,40,female,0.0
5278,39,female,0.03636363636363636
5279,39,male,0.293939393939394
5280,31,male,0.0030303030303030307
5281,38,male,0.15580808080808084
5282,23,female,0.05025252525252525
5283,46,male,0.0
5284,39,female,0.0101010101010101
5285,70,male,0.0
5286,41,male,0.011666666666666667
5287,13,female,0.04421367521367521
5289,42,male,0.017031746031746033
5293,61,male,0.012137159137159141
5294,49,male,0.001388888888888889
5295,65,male,0.003880748880748881
5296,50,male,0.022708384208384204
5298,42,male,0.012055555555555557
5300,39,male,0.05249694749694749
5301,47,male,0.01097863247863248
5302,13,female,0.3412688237688238
5307,39,male,0.0004761904761904762
5308,48,male,0.017700854700854703
5314,46,female,0.023148148148148143
5315,39,male,0.041666666666666664
5316,27,male,0.25555555555555554
5319,36,male,0.28148148148148144
5320,58,male,0.12407407407407407
5325,27,female,0.000949667616334283
5326,27,male,0.02331433998100665
5327,65,female,0.006647673314339981
5328,18,male,0.003133903133903133
5329,54,male,0.009781576448243115
5330,34,male,0.02680436847103514
5331,49,male,0.04069325735992403
5335,75,male,0.06443494776828111
5339,47,male,0.10254036087369421
5341,37,female,0.16619183285849948
5343,47,female,0.0
5344,45,male,0.4061490978157646
5346,60,male,0.05261158594491928
5348,17,female,0.034401709401709404
5350,60,male,0.008547008547008546
5351,24,male,0.009615384615384616
5352,54,male,0.028846153846153844
5353,26,female,0.15811965811965809
5354,37,male,0.03632478632478632
5356,40,male,0.40598290598290593
5357,60,female,0.019230769230769232
5358,28,male,0.04273504273504272
5361,39,male,0.01816239316239316
5362,36,female,0.03205128205128205
5363,37,male,0.003205128205128205
5364,21,male,0.3308326536587406
5368,39,male,0.0015371102327624065
5369,80,male,0.008468484011962272
5370,67,male,0.0
5371,42,male,0.004470167513645774
5372,29,male,0.0030467720685111986
5374,48,male,0.0
5375,54,male,0.006349467762511241
5379,28,male,0.0
5380,21,female,0.11502080849906937
5381,21,female,0.09359275989710775
5382,58,male,0.009905211535646318
5384,25,female,0.0
5387,40,female,0.008495932408975889
5388,58,male,0.014280486019616455
5389,55,male,0.10463821892393321
5391,43,female,0.006792413935271078
5392,76,male,0.03631210059781488
5393,62,male,0.0
5394,43,male,0.007936507936507938
5395,45,male,0.0
5400,47,male,0.28488455988455985
5404,25,female,0.31299216656359513
5405,51,male,0.0
5406,54,male,0.0
5410,58,male,0.0028241599670171097
5412,29,female,0.3470238095238095
5413,25,male,0.1386904761904762
5415,35,female,0.05277777777777778
5419,36,male,0.0027777777777777775
5420,27,male,0.003968253968253968
5421,25,male,0.003968253968253968
5422,34,female,0.0027777777777777775
5423,21,female,0.0
5424,24,male,0.01805555555555555
5425,25,male,0.016468253968253965
5426,38,male,0.051190476190476196
5427,10,female,0.0
5428,34,male,0.0
5430,43,female,0.03333333333333333
5431,39,male,0.18333333333333335
5432,48,male,0.0
5433,40,male,0.0
5434,40,male,0.18333333333333335
5435,38,male,0.08333333333333333
5436,47,male,0.0
5437,40,male,0.30952380952380953
5438,37,male,0.0
5439,22,male,0.011904761904761904
5440,23,female,0.08333333333333333
5441,38,male,0.023809523809523808
5442,55,male,0.011904761904761904
5443,54,male,0.18774154589371983
5445,65,male,0.0
5446,53,male,0.0
5454,48,male,0.012379227053140098
5457,49,male,0.002717391304347826
5459,43,female,0.0031400966183574882
5461,29,male,0.0009057971014492754
5462,55,male,0.012318840579710144
5463,48,male,0.041364734299516905
5464,50,female,0.029468599033816423
5465,24,female,0.0006038647342995169
5466,46,male,0.0007246376811594203
5468,34,male,0.0
5469,45,male,0.0
5470,33,female,0.0
5471,37,male,0.6000000000000001
5472,59,male,0.0
5474,35,female,0.0
5475,45,female,0.0412037037037037
5476,54,male,0.3569444444444444
5479,11,female,0.062037037037037036
5480,52,female,0.034722222222222224
5482,52,male,0.24398148148148147
5483,46,male,0.15925925925925924
5484,33,female,0.005952380952380953
5488,46,female,0.0
5491,38,male,0.005079365079365079
5492,43,male,0.07619614512471656
5493,37,female,0.32409863945578227
5494,43,female,0.001904761904761905
5495,28,female,0.0031746031746031746
5496,44,male,0.15223922902494333
5502,33,male,0.2766496598639455
5506,43,female,0.0017056530214424948
5509,25,male,0.027460453776243246
5511,42,female,0.021995012784486467
5513,27,male,0.011541674699569437
5514,47,male,0.0
5515,36,male,0.03490028490028489
5516,38,male,0.03518221544537333
5517,35,female,0.23781924702977336
5518,28,male,0.02886942492205649
5521,37,male,0.0
5523,34,male,0.09208632498106181
5524,33,male,0.018264922212290632
5526,54,female,0.0
5528,25,female,0.015665849673202614
5529,24,male,0.0
5530,43,female,0.036916963755199046
5531,37,male,0.042288695781342846
5533,29,male,0.0
